id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
2365123,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:5068,5068,urn:catalog:CAS:BOT:273727,,,,,,Valerianaceae,"Valeriana whiltonae californica",,Eastw.,,,,,,,,,"F. G. Meyer",1949,,,,"vel aff.",Holotype,"Winblad, Ynez Whilton",,s.n.,1938-07-25,,1938,7,25,206,,"July 25, 1938",,,,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,"Mono County",,"Tioga Grade",,0,,37.938,-119.2484,WGS84,3100,"37.9380000000, -119.2484000000",,"GoogleMaps via BerkeleyMapper","GoogleMaps via BerkeleyMapper",,,,,,,,,,en,,"2009-05-20 13:18:11",urn:catalog:CAS:BOT-BC:5068,1,5934f250-3a2a-4ffb-9675-5e5d3834f1e8,https://cch2.org/portal/collections/individual/index.php?occid=2365123
2413774,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:5654,5654,urn:catalog:CAS:DS:314916,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Streptanthus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,"Streptanthus oliganthus",32638,Rollins,Streptanthus,,oliganthus,,,,,Species,,,,,,,Isotype,"Wiggins, Ira L.; Rollins, Reed Clark",,535,1945-08-03,,1945,8,3,215,,"Aug. 3, 1945",,"on rocky slopes",,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,"Mono County",,"2 miles NW of Masonic, north of Masonic Peak",,0,,38.3589,-119.1445,WGS84,600,"38.3589000000, -119.1445000000",,"GoogleMaps via BerkeleyMapper (copied from CAS331193)","GoogleMaps via BerkeleyMapper (copied from CAS331193)",,,2469,,,,,"8100.0000000000 ft",,en,,"2009-05-28 12:58:49",urn:catalog:CAS:BOT-BC:5654,1,6063f302-97c6-40cf-b09f-2f9d25e171bc,https://cch2.org/portal/collections/individual/index.php?occid=2413774
2387242,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:6257,6257,urn:catalog:CAS:BOT:431405,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Rosales|Rosaceae|Potentilla,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,"Potentilla morefieldii",28671,Ertter,Potentilla,,morefieldii,,,,,Species,"Barbara Ertter",1991,,,,,Isotype,"Muller, Katherine K.",,1064,1960-07-15,,1960,7,15,197,,"15-Jul y-1960","F.C. yellow. Matted. Johnston (1980) has annotated as ""Potentilla breweri Wats. var. bruceae (Rydb.)"" - taxon not published?.","on open dolomite slopes.",,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,"Mono County",,"White Mountains, above Barcroft Laboratory.",,0,,37.624397,-118.23926,WGS84,1000,"37.6243970000, -118.2392600000",,"Geolocate (copied from HSC86606)","Geolocate (copied from HSC86606)",,,3962,,,,,"13000.0000000000 ft",,en,,"2009-08-06 13:11:28",urn:catalog:CAS:BOT-BC:6257,1,8832ba73-e16b-4a2f-9b4c-ac2fbc97a918,https://cch2.org/portal/collections/individual/index.php?occid=2387242
5503784,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:681365,681365,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Lamiales|Phrymaceae|Erythranthe,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,"Erythranthe howaldiae",401043,"G. L. Nesom",Erythranthe,,howaldiae,,,,,Species,,,,,,,Isotype,"Howald, Ann; Hamilton, Victoria",,5078,2019-07-24,,2019,7,24,205,,"24 July 2019","Localized annual; herbage minutely puberulent; corollas yellow, central lobe of lower lip w/ one small red spot. . ISOTYPE. (Phytoneuron 2020-1: 1-7).","Rooted in moss beds on seepy, south-facing granite slab: w/ Geum triflorum, Juncus chlorocephalus, Juncus orthophyllus, Carex spp., Erythranthe spp., Allium campanulatum, Trifolium spp. Triteleia ixioides, Trichostemma qustromontanum, etc.",,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,"Mono County",,"Sierra Nevada, east slope, Sonora Pass Rd (Hwy 108), c. 1.5 road mi east of Sardine Meadow","TRS: T5N R22E Sec. 5",0,,38.3095,-119.58325,"NAD 83",,"38° 18' 34.2"" N, 119° 34' 59.7"" W",,,,,,2488,,,,,"2488.0000000000 m",,en,,"2022-04-01 13:23:02",urn:catalog:CAS:BOT-BC:681365,1,d8cba6f1-ff99-4ca8-b266-c1bb37ec9254,https://cch2.org/portal/collections/individual/index.php?occid=5503784
2437667,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:6823,6823,urn:catalog:CAS:BOT:292785,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Boraginales|Hydrophyllaceae|Phacelia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Phacelia peirsoniana",211393,Howell,Phacelia,,peirsoniana,,,,,Species,"W. R. Dudley",,,,,,Isotype,"Howell, John Thomas",,14353,1938-08-07,,1938,8,7,219,,"Aug. 7, 1938",,"in crevices of volcanic rocks under pinyons",,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,"Mono County",,"near Little Round Valley",,0,,37.5653,-118.708,WGS84,3000,"37.5653000000, -118.7080000000",,"GoogleMaps via BerkeleyMapper (copied from NY57335)","GoogleMaps via BerkeleyMapper (copied from NY57335)",,,,,,,,,,en,,"2009-08-28 16:09:30",urn:catalog:CAS:BOT-BC:6823,1,8e147477-5d1c-4308-b919-67b022b1b06f,https://cch2.org/portal/collections/individual/index.php?occid=2437667
2424942,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:6824,6824,urn:catalog:CAS:BOT:292778,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Boraginales|Hydrophyllaceae|Phacelia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Phacelia peirsoniana",211393,Howell,Phacelia,,peirsoniana,,,,,Species,"N. Duane Atwood",1998,,,,,Holotype,"Howell, John Thomas",,14353,1938-08-07,,1938,8,7,219,,"Aug. 7, 1938",,"in crevices of volcanic rocks under pinons",,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,"Mono County",,"Round Valley",,0,,37.5653,-118.708,WGS84,3000,"37.5653000000, -118.7080000000",,"GoogleMaps via BerkeleyMapper (copied from NY57335)","GoogleMaps via BerkeleyMapper (copied from NY57335)",,,,,,,,,,en,,"2009-08-28 16:08:27",urn:catalog:CAS:BOT-BC:6824,1,c29a9c86-408e-4c9a-b33c-4119cf5cf39b,https://cch2.org/portal/collections/individual/index.php?occid=2424942
2398834,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:6929,6929,urn:catalog:CAS:DS:25957,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Ericales|Polemoniaceae|Phlox,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,"Phlox covillei",74203,"E.E. Nelson",Phlox,,covillei,,,,,Species,"Edgar Theodore Wherry",1940,,,,"vel aff.",Isotype,"Coville, Frederick Vernon; Funston, Frederick",,1801,1891-07-08,,1891,7,8,189,,"July 8, 1891","Holotype at CAS was destroyed in 1906.",,,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,"Mono County",,"Death Valley Expedition. Black Canyon. White Mountains.",,0,,37.310872,-118.226235,WGS84,4500,"37.3108720000, -118.2262350000",,"Geolocate (copied from DS21923)","Geolocate (copied from DS21923)",,,,,,,,,,en,,"2009-09-29 10:39:48",urn:catalog:CAS:BOT-BC:6929,1,b54839c7-ef6d-4438-9506-345c09a83df4,https://cch2.org/portal/collections/individual/index.php?occid=2398834
6090962,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:728452,728452,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Lilianae|Poales|Cyperaceae|Carex,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,"Carex tiogana",104012,"D.W. Taylor & J.D. Mastrog.",Carex,,tiogana,,,,,Species,,,,,,,Paratype,"Taylor, Dean Wm.",,9198,1987-08-01,,1987,8,1,213,,"1 August 1987",,"Moist turf dominated by Salix nivalis, Carex capitata, C. subnigricans, C. aurea on metamorphic (carbonaceous marbls) substrates.",,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,"Mono County",,"Mono Basin, Parker Creek drainage, headwaters of Parker Creek, along trail between Parker Pass and Koip Pass. Southern shore of small lake at NW base of steep climb up switchbacks to saddle between Koip and Parker Peaks.","TRS: T1S R25E Sec. 26, SW 1/4",0,,37.1908333333,-119.8275,,,"37.1908333° N, 119.8275° W",,,,,,3307,,,,,"10850.0000000000 ft",,en,,"2024-11-04 14:44:06",urn:catalog:CAS:BOT-BC:728452,1,31d4e9c9-7469-4763-9316-11ae8e1165b7,https://cch2.org/portal/collections/individual/index.php?occid=6090962
2384692,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:8495,8495,urn:catalog:CAS:BOT:239801,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fabales|Fabaceae|Lupinus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,"Lupinus duranii",24896,Eastw.,Lupinus,,duranii,,,,,Species,"Alice Eastwood",,,,,,Holotype,"Duran, Victor",,3343,1932-07-15,,1932,7,15,197,,"July 15, 1932",,"Open flats of pumice sand.",,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,"Mono County",,"Sand Flat (near Mono Mills)",,0,,37.8774,-118.8952,WGS84,2300,"37.8774000000, -118.8952000000",,"GoogleMaps via BerkeleyMapper","GoogleMaps via BerkeleyMapper",,,2377,,,,,"7800.0000000000 ft",,en,,"2009-11-20 11:52:20",urn:catalog:CAS:BOT-BC:8495,1,eb547187-110d-4554-bc7a-a32286b50d40,https://cch2.org/portal/collections/individual/index.php?occid=2384692
2132569,CHSC,VascularPlants,,PreservedSpecimen,5826fbb3-45ac-4112-8dcc-c8df544d7d20,CHSC109940,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Lilianae|Poales|Cyperaceae|Carex,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,"Carex orestera",211163,Zika,Carex,,orestera,,,,,Species,,,,,,,paratype,"P. F. Zika","Alison Colwell, Dean Taylor",25353,2010-08-17,,2010,8,17,229,,08/17/2010,"""Paratype"" is hand-written above the label.","Loosely cespitose, foliage blue-green, occasional, dry rocky ridge near treeline, full sun, over dark metamorphic rocks, with Castrex filifolia var. erostrata, C. tahoensis, c. rossii, C. abrupta, Calamagrostis muiriana, Lupinus lepidus, Potentilla drummondii, Luzula spicata.",,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,Mono,,"Sierra Crest, N of western Granite Lake, Inyo National Forest, near Yosemite National Park boundary, central Sierra Nevada Highlands.",,0,,37.931667,-119.276667,,,"37§ 55m 54s N; 119§ 16m 36s W",,,,,,3375,,,,,,,,,"2025-02-12 19:40:21",,44,5826fbb3-45ac-4112-8dcc-c8df544d7d20,https://cch2.org/portal/collections/individual/index.php?occid=2132569
3680549,CSLA,,,PreservedSpecimen,fa366e14-ca2d-498e-a860-de2108f8264d,CSLA015482,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Rosales|Rosaceae|Purshia,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,"Purshia tridentata",29119,"(Pursh) DC.",Purshia,,tridentata,,,,,Species,,,,,,,"Not type","Richard M. Straw",,2185,1962-06-24,,1962,6,24,175,,,,"Yellow pine, juniper, mtn. mahogany on N-facing slopes. Sagebrush, juniper on S-facing slopes and flat.",,"small shrubs under 1 m tall; fruiting, a few in flower, flowers yellowish",,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,Mono,,"Near Sonora Bridge campground. Sonora Pass Rd 1 mile W of Sonora Jct.",,0,,38.3558,-119.4671,WGS84,400,,"JeannieGregory (2021-03-26 15:14:20)",,"georef batch tool 2021-03-26; Google Earth","reviewed - high confidence","point 1 roadmile W of Sonora Junction along Hwy 108",2120,,,,,,,,kdpearso,"2025-02-12 19:40:21",,42,fa366e14-ca2d-498e-a860-de2108f8264d,https://cch2.org/portal/collections/individual/index.php?occid=3680549
6193416,DAV,"Vascular Plants",,PreservedSpecimen,5978759d-5228-4e43-af1b-9ec0b3912696,DAV247559,"Accession #: DAV247559",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Lilianae|Poales|Cyperaceae|Carex,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,"Carex tiogana",104012,"D.W. Taylor & J.D. Mastrog.",Carex,,tiogana,,,,,Species,unknown,s.d.,"Mastrogiuseppe, Joy D., and Dean William Taylor. 1999. ?Carex Tiogana (Cyperaceae), a New Sedge from the Sierra Nevada, California.? Novon a Journal of Botanical Nomenclature from the Missouri Botanical Garden 9: 120--123.",,,,"Isotype (Carex tiogana D. W. Taylor & J. D. Mastrog.)","Dean Wm. Taylor","Kathleen A. Teare",9981,1988-07-17,,1988,7,17,199,199,"Jul 17 1988","Coordinates on label incorrect.","Moist turf on metamorphic (carbonaceous marble) substrate.",,,,,,,,,,,,"Salix nivalis, Epilobium latifolium, Carex capitata, C. subnigricans, C. aurea.",Flowering/Fruiting,,,,,,,,,"North America",,,,"United States",US,California,Mono,,"Mono Basin, Parker Creek drainage. Headwaters of Parker Creek, along trail between Parker Pass and Koip pass. Southern shore of small lake at NW base of steep climb up switchbacks to saddle between Koip and Parker Peaks.",,0,,37.835278,-119.1975,,,,,,,,,3307,,,,,"10850 ft",,,tcbarry,"2025-02-12 19:40:21",,39,5978759d-5228-4e43-af1b-9ec0b3912696,https://cch2.org/portal/collections/individual/index.php?occid=6193416
5287708,MIN,,,PreservedSpecimen,6d9b39d8-1553-4e7a-945b-9dc516842a6b,607440,1001103,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Caryophyllanae|Caryophyllales|Polygonaceae|Eriogonum|Eriogonum umbellatum",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,"Eriogonum umbellatum var. chlorothamnus",130221,Reveal,Eriogonum,,umbellatum,var.,chlorothamnus,,,Morph,,,,"Type status verified by J.L. Reveal (1977)",,,isotype,"Holmgren, N.H.; J.L. Reveal",,2938,1966-07-23,,1966,7,23,204,,"23 Jul 1966",,"Sagebrush and ponderosa",,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,Mono,,"4 miles south of Tom's Place, along dirt road. T5S R31E Sec6",,0,,37.543006,-118.611535,WGS84,969,,,,GeoLocate,,,2103,,,,,6900ft,,,,"2022-03-27 15:27:29",876385,96,764f0217-5c7c-4dfb-b585-ccebdeb0c35f,https://cch2.org/portal/collections/individual/index.php?occid=5287708
4207179,OSC,V,,PreservedSpecimen,{859751C2-6FB7-46DA-A5F5-FEA725D908E2},,"Accession Number: OSC241649",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Lilianae|Poales|Cyperaceae|Carex,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,"Carex orestera",211163,Zika,Carex,,orestera,,,,,Species,"Peter F. Zika",2010-00-00,,,,,Isotype.,"Peter F. Zika","P.F. Zika, Steve Matson",25338,2010-08-11,,2010,8,11,223,,"11 August 2010",,"dry sunny steep south-facing subalpine talus, over dark metamorphic hornfels bedrock.",,,,,,,,,,,,"Carex vernacula, Carex abrupta, Carex spectabilis, Carex filifolia, Carex helleri, Juncus drummondii",,,,,,,,,,"North America",,,,"United States",US,California,Mono,,"above northwest end of Gardisky Lake, Inyo National Forest, central Sierra Nevada Highlands (c SNH).",,0,,37.9583333333333,-119.255,,805,"37° 57.5' 119° 15.3'","[automated process-OregonFlora/OSU Herb]","OregonFlora 1994-2020 methodology","OrlookId: 120031, StateProvince: California, County: Mono, LocName: Lat 37 Deg 57.5 Min; Lon -119 Deg 15.3 Min",,,3250,,,,,,,,,"2025-02-10 11:07:14",976133,81,4ee4b5ad-ee13-4a5d-8251-bff3be1470f3,https://cch2.org/portal/collections/individual/index.php?occid=4207179
4775499,RENO,V,,PreservedSpecimen,a5737e1e-57d7-4341-ae75-ac4699afbc10,106638,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Lilianae|Poales|Cyperaceae|Carex,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,"Carex orestera",211163,Zika,Carex,,orestera,,,,,Species,"J.D. Morefield",2021-01-14,,,,,"ISOPARATYPE, Carex orestera Zika, Novon 22: 118-124. 2012","J.D. Morefield","T.S. Ross",4698,1987-07-25,,1987,7,25,206,,"25 JUL 1987",,"Dense sod along seasonal snowmelt channel.",,,,,,,,,,,,"Carex, Penstemon, Eriogonum, Juncus, Hulsea, Poa, etc.",,native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, bottom of cirque heading North Fork Perry Aiken Creek, 1.1 mile due E of White Mountain Peak, Fishlake Valley drainage.",,0,,37.63333,-118.23496,WGS84,50,"37.63333°N 118.23496°W; T4S R34E S4","J.D. Morefield",,"Collector's original field map",,"Lat/Long captured and added from collector's original field map January 2021.",3505,,,,,"11500 ft.",,En,jdmore,"2023-07-16 07:02:03",27453646,89,6290f914-787f-4e9c-88a4-8ff94815d017,https://cch2.org/portal/collections/individual/index.php?occid=4775499
4775502,RENO,V,,PreservedSpecimen,af5ff405-8d7a-4269-bdcf-60ee57991579,106641,,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Rosales|Rosaceae|Drymocallis|Drymocallis pseudorupestris",Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,"Drymocallis pseudorupestris var. crumiana",47001,Ertter,Drymocallis,,pseudorupestris,var.,crumiana,,,Morph,"J.D. Morefield",2021-01-14,,"UC duplicate det. B. Ertter 2007.",,,"ISOPARATYPE, Drymocallis pseudorupestris var. crumiana D.D. Keck ex Ertter, J. Bot. Res. Inst. Texas 1: 39-40.","J.D. Morefield","T.S. Ross",4701,1987-07-25,,1987,7,25,206,,"25 JUL 1987","UC duplicate det. B. Ertter 2007.","Soil pockets in rocky granitic colluvium; sloping 15° E.",,"Petals pale yellow.",,,,,,,,,,"Hulsea, Haplopappus, Linanthus, Eriogonum, Galium, Carex, Poa, etc.",,native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, bottom of cirque heading North Fork Perry Aiken Creek, 0.75 mile due E of White Mountain Peak, Fishlake Valley drainage.",,0,,37.63415,-118.24079,WGS84,80,"37.63415°N 118.24079°W; T4S R34E S5","J.D. Morefield",,"Collector's original field map",,"Lat/Long captured and added from collector's original field map January 2021.",3627,,,,,"11900 ft.",,En,jdmore,"2023-07-16 07:02:03",27453649,89,b63d8c88-cf3f-46f7-a969-a78355041f90,https://cch2.org/portal/collections/individual/index.php?occid=4775502
4775525,RENO,V,,PreservedSpecimen,d71d6c33-dc92-4c06-b935-855e8c4e0aa5,106415,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Campanulaceae|Nemacladus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,"Nemacladus inyoensis",397652,"Morin & T.J.Ayers",Nemacladus,,inyoensis,,,,,Species,"J.D. Morefield",2021-01-21,,,,,"ISOPARATYPE, Nemacladus inyoensis Morin & T.J. Ayers, Madrono 67: 38-41. 2020","J.D. Morefield","S. Matson, M. Purdy",5897,2019-06-22,,2019,6,22,173,,"22 June 2019","More data & photos: https://www.inaturalist.org/observations/28988092","Light colored metamorphic scree and colluvium in bed of foot trail; sloping 5° S; near bottom of steep canyon.",,"Corollas white to cream colored, 3 lobes medially maroon streaked near base.",,,,,,,,,,"Pinus jeffreyi, Pinus monophylla, Artemisia tridentata, Artemisia nova, Chamaebatiaria millefolia, Eriogonum rupinum, Diplacus parryi, Festuca octoflora, etc.",,native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, N side of Jeffrey Mine Canyon near bottom, 0.1 mile WSW of Jeffrey Mine map marker, Hammil Valley, Owens Valley drainage.",,0,,37.61858,-118.32289,WGS84,5,"37.61858°N 118.32289°W; T4S R33E S10, SW 1/4 of NE 1/4","J.D. Morefield",,"GPS - 2009 WAAS-enabled Garmin Etrex Vista HCx",,,2166,,,,,"7105 ft.",,En,jdmore,"2023-11-07 10:29:26",27495727,89,8ed5fcc2-efd5-41ed-831a-85d3dd1ef6ce,https://cch2.org/portal/collections/individual/index.php?occid=4775525
4775662,RENO,V,,PreservedSpecimen,56c71bb8-2504-4d03-998b-0d3f8e11fdc4,106877,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Rosales|Rosaceae|Potentilla,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,"Potentilla morefieldii",28671,Ertter,Potentilla,,morefieldii,,,,,Species,"J.D. Morefield","16 February 2021","Brittonia 44: 432-435. 1992","Paratype. From original personal field map: 37.54360°N 118.20427°W WGS84 (±60 m).",,,"PARATYPE, Potentilla morefieldii Ertter, Brittonia 44: 432-435. 1992","J.D. Morefield",,2299.1,1984-07-08,,1984,7,8,190,,"08 JUL 1984","Plants scattered in high rocky areas.","Coarse open carbonate residuum in alpine tundra.",,"Taprooted perennials with bright yellow petals.",,,,,,,,,,"Phlox, Arenaria, Eriogonum, Antennaria, Castilleja, Astragalus, Haplopappus, etc.",,native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, 1.3 mile N35°E of Sheep Mountain summit above Cottonwood Basin.",,0,,37.5436,-118.20427,WGS84,60,"37.54360°N 118.20427°W WGS84 (+-60 m).","J.D. Morefield",,"Collector's original field map",,"Lat/Long captured and added from collector's original field map February 2021.",3545,,,,,"11630 ft",,En,jdmore,"2023-07-16 07:02:03",27559790,89,c5624c50-968f-4c93-bc65-e878ec4a5a01,https://cch2.org/portal/collections/individual/index.php?occid=4775662
4775672,RENO,V,,PreservedSpecimen,af0e5452-8245-4b3e-8466-ed7bdd89ad5b,106872,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Draba,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,"Draba subumbellata",17640,"Rollins & R.A. Price",Draba,,subumbellata,,,,,Species,"J.D. Morefield","16 February 2021","Aliso 12: 25-27. 1988","Paratype. From original personal field map: 37.59009°N 118.23770°W WGS84 (±100 m).",,,"PARATYPE, Draba subumbellata Rollins & R.A. Price, Aliso 12: 25-27. 1988","J.D. Morefield",,2392,1984-07-27,,1984,7,27,209,,"27 JUL 1984","Plants frequent in higher alpine fell-fields.","Rocky alpine fell-field.",,"Densely matted perennials with yellow petals.",,,,,,,,,,"Poa, Koeleria, Selaginella, Juncus, Carex, Elymus, Trifolium, etc.",,native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, 0.8 mile N45°E of Mount Barcroft summit above lab.",,0,,37.59009,-118.2377,WGS84,100,"37.59009°N 118.23770°W WGS84 (+-100 m).","J.D. Morefield",,"Collector's original field map",,"Lat/Long captured and added from collector's original field map February 2021.",3871,,,,,"12700 ft",,En,jdmore,"2023-07-16 07:02:03",27559800,89,8ee66ddd-30d1-4996-bb51-0e9f23eefc4d,https://cch2.org/portal/collections/individual/index.php?occid=4775672
4775965,RENO,V,,PreservedSpecimen,93a73735-0995-4256-9997-3966f7f938bf,107252,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Lamiales|Phrymaceae|Erythranthe,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,"Erythranthe calcicola",247560,"N. S. Fraga & D. A. York",Erythranthe,,calcicola,,,,,Species,"J.D. Morefield","20 March 2021",,,,,"ISOPARATYPE, Erythranthe calcicola N.S. Fraga & D.A. York, Aliso 30: 54-59. 2012","J.D. Morefield","D.H. McCarty",3419,1986-04-15,,1986,4,15,105,,"15 APR 1986","Collector's correction to original label: elevation 5400 ft. Plants scattered locally.","Calcareous shale colluvium sloping 10°S.",,"Compact annuals with yellow corollas.",,,,,,,,,,"Artemisia, Chrysothamnus, Brickellia, Tetradymia, etc.",,native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, about 1 mile up Coldwater Canyon in side drainage, 1.3 mile N31°E of Southern Belle Mine, Owens Valley drainage.",,0,,37.47746,-118.30471,WGS84,65,"TRS: T5S R33E sec 25; 37.47746°N 118.30471°W.","J.D. Morefield",,"Collector's original field map",,"Lat/Long captured and added from collector's original field map March 2021.",1646,,,,,"5400 ft",,En,jdmore,"2023-07-16 07:02:03",27608428,89,53b471ef-672d-42b7-a3f6-dcd95ec5edde,https://cch2.org/portal/collections/individual/index.php?occid=4775965
