id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
4776012,RENO,V,,PreservedSpecimen,1bb86134-959a-4908-8347-2484bf10d1df,107180,,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Ericales|Polemoniaceae|Linanthus|Linanthus bigelovii|Linanthus bigelovii subsp. johnsonii",Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,"Linanthus bigelovii var. johnsonii",413634,"(J. M. Porter & R. Patt.) Tiehm",Linanthus,,bigelovii,var.,johnsonii,,,Morph,synonomy,2024,,,,,"ISOPARATYPE, Linanthus bigelovii subsp. johnsonii J.M. Porter & R. Patterson, Aliso 32: 60-64. 2015","J.D. Morefield","D.H. McCarty",3471,1986-04-20,,1986,4,20,110,,"20 APR 1986","Plants sporadically common.","Sandy granitic alluvium sloping 3°SW.",,"Erect annuals with white vespertine corollas.",,,,,,,,,,"Haplopappus, Chrysothamnus, Artemisia, Ephedra, Grayia, Hymenoclea, etc.",,native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, low hills south of Rock Creek drainage 0.1 mile northeast of the southwest corner of Sec. 36, Owens Valley drainage.",,0,,37.72546,-118.40617,WGS84,70,"TRS: T2S R32E sec 36; 37.72546°N 118.40617°W.","J.D. Morefield",,"Collector's original field map",,"Lat/Long captured and added from collector's original field map March 2021.",1548,,,,,"5080 ft",,En,jdmore,"2024-02-20 13:34:39",27608503,89,4a449fb6-3b1c-4e60-b1a1-f3025e7f8568,https://cch2.org/portal/collections/individual/index.php?occid=4776012
5067072,RENO,V,,PreservedSpecimen,86ff2fd5-1d78-446f-a699-df65f463faf5,109713,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Cornales|Loasaceae|Mentzelia,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,"Mentzelia inyoensis",207769,"H.J.Thomps. & Prigge",Mentzelia,,inyoensis,,,,,Species,"J.D. Morefield","21 September 2021",,,,,"ISOPARATYPE, Mentzelia inyoensis H.J. Thomps. & Prigge, Madrono 51: 379-383. 2004","J.D. Morefield",,3061,1985-08-11,,1985,8,11,223,,"11 AUG 1985","Plants occasional on loose calcareous slopes.","Loose calcareous pumice sand, sloping 20 °S; in mixed desert scrub.",,"Erect somewhat succulent biennials; petals bright yellow.",,,,,,,,,,"Psorothamnus, Eriogonum, Ambrosia, Atriplex, Ephedra, etc.",fruiting,native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, sandy saddle on N side of McAfee Creek near its mouth 1.2 mile N 40° E of Red Mountain, Fishlake Valley drainage.",,0,,37.6362,-118.09165,WGS84,50,"TRS: T4S R35E sec 3; 37.63620°N 118.09165°W","J.D. Morefield",,"Collector's original field map",,"Lat/Long captured and added from collector's original field map September 2021.",1661,,,,,"5450 ft.",,En,jdmore,"2023-07-16 07:02:03",28429580,89,9d0c375d-718d-4236-959e-63f842398c89,https://cch2.org/portal/collections/individual/index.php?occid=5067072
5716295,RENO,V,,PreservedSpecimen,8a476095-2b97-4609-bbbd-b44b1adb102b,114817,,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Lamiales|Lamiaceae|Monardella|Monardella linoides|Monardella linoides subsp. sierrae",Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,"Monardella linoides var. sierrae",417716,"(Elvin & A.C.Sanders) Tiehm",Monardella,,linoides,var.,sierrae,,,Morph,synonomy,2024,,,,,"ISOPARATYPE, Monardella linoides subsp. sierrae Elvin & A.C. Sanders, Novon 19: 331-333. 2009","J.D. Morefield","D.H. McCarty",3768,1986-06-05,,1986,6,5,156,,"5 JUN 1986","Plants locally common.","Among granitic boulders in wash sloping 15°SSW.",,"Subshrubs to 3 dm high, corollas rose.",,,,,,,,,,"Artemisia, Chrysothamnus, Opuntia, Stipa, Ephedra, Grayia, etc.",flowering,native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, 3.55 miles S71°W of Mount Dubois summit near mouth of Queen Dicks Canyon, Owens Valley drainage.",,0,,37.76664,-118.40468,WGS84,30,"TRS: T2S R32E sec 24; 37.76664°N 118.40468°W.","J.D. Morefield",,"Collector's original field map",,"Lat/Long captured and added from collector's original field map November 2022.",1926,,,,,"6320 ft",,En,jdmore,"2024-02-15 08:21:08",30403870,89,a31f13b4-26ac-41b4-8ae9-b87919e2d7de,https://cch2.org/portal/collections/individual/index.php?occid=5716295
5716699,RENO,V,,PreservedSpecimen,61f9ab89-7ece-4993-814c-4513cac6709a,115295,,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Asteraceae|Senecio|Senecio spartioides",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,"Senecio spartioides var. granularis",258105,"Maguire & A. H. Holmgren ex Cronquist",Senecio,,spartioides,var.,granularis,,,Subspecies,"J.D. Morefield","MAY 1984",,,,,Topotype,"J.D. Morefield",,1755,1983-08-17,,1983,8,17,229,,"17 AUG 1983","Plants common on coarse soil. Collector's supplement to original label: add Deep Springs Valley watershed, add T5S R35E S21.","Rocky granitic S slope.",,,,,,,,,,,,"Artemisia, Juncus, Lupinus, Castilleja, Erigeron, Linanthus, Eriogonum, etc.","budding, flowering",native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, 2.2 miles N50°W of Red Peak, along Crooked Creek road, Deep Springs Valley watershed.",,0,,37.49772,-118.13957,WGS84,60,"TRS: T5S R35E sec 21; 37.49772°N 118.13957°W.","J.D. Morefield",,"Based on collector's original field data",,"Lat/Long derived from collector's original field data December 2022.",2987,,,,,"9800 ft.",,En,jdmore,"2023-07-16 07:02:03",30487568,89,b7ffc19e-db60-476c-84ff-663db3681720,https://cch2.org/portal/collections/individual/index.php?occid=5716699
5888690,RENO,V,,PreservedSpecimen,a5258739-5ab1-4de1-ad1d-8b59c0b45a1f,117138,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Draba,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,"Draba subumbellata",17640,"Rollins & R.A. Price",Draba,,subumbellata,,,,,Species,"J.D. Morefield","25 September 2023",,,,,"PARATYPE, Draba subumbellata Rollins & R.A. Price, Aliso 12: 25-27. 1988","J.D. Morefield","T.S. Ross",4712,1987-07-26,,1987,7,26,207,,"26 JUL 1987","Collector's corrections to original label: elevation 10970 ft, plss T4S R34E S4. This duplicate originally from Morefield personal herbarium.","Soil pockets and crevices sloping 35-70° N, around base of a prominent vertical granite buttress.",,,,,,,,,,,,"Ribes, Cystopteris, Selaginella, etc.","flowering, fruiting",native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, N-facing S wall of North Fork Perry Aiken Creek, 1.6 mile N80°E of White Mountain Peak, Fishlake Valley drainage.",,0,,37.63761,-118.22711,WGS84,70,"TRS: T4S R34E sec 4; 37.63761°N 118.22711°W.","J.D. Morefield",,"Collector's original field map",,"Lat/Long captured and added from collector's original field map September 2023.",3344,,,,,"10970 ft.",,En,jdmore,"2023-10-12 06:56:03",31530101,89,134b9395-57b1-49b6-b387-15c1d01b045c,https://cch2.org/portal/collections/individual/index.php?occid=5888690
5913385,RENO,V,,PreservedSpecimen,076f684f-86d9-4535-a216-adf9d82959d8,117881,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Rosales|Rosaceae|Potentilla,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,"Potentilla pseudosericea",28715,Rydb.,Potentilla,,pseudosericea,,,,,Species,"J.D. Morefield","25 October 2023",,"NY sheet det. as P. morefieldii by B. Ertter 2005 (Isoparatype).",,,"ISOPARATYPE, Potentilla morefieldii Ertter, Brittonia 44: 432-435. 1992","J.D. Morefield","C. Perala",4836,1988-07-28,,1988,7,28,210,,"28 JUL 1988","Collector's corrections to original label: elevation 13120 ft, plss T2S R33E S15.","Moist gravels around small spring/meadow sloping 17° southeast.",,"Sprawling perennial clumps.",,,,,,,,,,"Carex, Juncus, Draba, Cerastium, etc.","flowering, fruiting",native,,,,,,,,"North America",,,,"United States",US,California,Mono,,"White Mountains, east rim of Pellisier Flats at head of South Fork Chiatovich Creek 1.2 mile S41°E of Mount Dubois summit, Fishlake Valley drainage.",,0,,37.7721,-118.32982,WGS84,30,"TRS: T2S R33E sec 15; 37.77210°N 118.32982°W.","J.D. Morefield",,"Collector's original field map",,"Lat/Long captured and added from collector's original field map October 2023.",3999,,,,,"13120 ft",,En,jdmore,"2023-12-28 09:04:33",31561516,89,0614ca92-709d-4bdd-b7c6-a7ee8d74cb76,https://cch2.org/portal/collections/individual/index.php?occid=5913385
4685921,RENO,V,,PreservedSpecimen,98fe72a8-6848-472c-b704-63caf3f7175f,9685,"NESH 7144",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Caryophyllanae|Caryophyllales|Nyctaginaceae|Mirabilis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,"Mirabilis retrorsa",116310,"A. Heller",Mirabilis,,retrorsa,,,,,Species,,,,,,,Isotype,"A.A. Heller",,8336,1906-05-25,,1906,5,25,145,,1906-5-25,,,,,,,,,,,,,,,,,,,,,,,,"North America",,,,"United States",US,California,Mono,,"[White Mountains,] near Southern Belle Mine.",,0,,37.461873,-118.31733,WGS84,301,,Mike,,GeoLocate,,,,,,,,,,En,,"2012-11-28 00:00:00",5332621,89,63b0bf8b-c9c4-48a7-ad4c-2b9508639925,https://cch2.org/portal/collections/individual/index.php?occid=4685921
655003,RSA,RSA,,PreservedSpecimen,082efb10-9056-49e2-8aa0-6e9198018552,RSA0005463,"RSA accession: 748133",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Lamiales|Lamiaceae|Monardella,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,"Monardella odoratissima",72461,Benth.,Monardella,,odoratissima,,,,,Species,,,,,,,Paratype,"F. W. Peirson",,s.n.,1933-07-28,,1933,7,28,209,,,,,,,,,,,,,,,,,flowers,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"Summit of Sherwin Hill, [north of Bishop]",,0,,37.509693,-118.610764,WGS84,245,"37.509693° -118.610764°","UCBerkeley B",,"Geolocate (copied from UC511873)",,"Thu Oct 4 15:39:46 2012; georef from 2006-2015 archive backup file",1951,,,,,6400ft.,,,"Shawna M. Wheeler; cataloged date: 2009-10-16","2025-02-12 19:40:21",082efb10-9056-49e2-8aa0-6e9198018552,17,a5fe96b3-43cf-4261-b2dd-dd4d08d34b50,https://cch2.org/portal/collections/individual/index.php?occid=655003
656057,RSA,RSA,,PreservedSpecimen,08b45693-3000-4468-94e5-4b37abcdeb57,RSA0003855,"RSA accession: 564812",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Boraginales|Hydrophyllaceae|Phacelia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Phacelia monoensis",213680,"R.R. Halse",Phacelia,,monoensis,,,,,Species,,,,,,,Isotype,"A. M. Alexander","L. Kellogg",4346,1945-06-30,,1945,6,30,181,,,,,,,,,,,,,,,,,,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"Mormon Ranch, 8.5 miles southwest of Bodie.",,0,,38.163952,-119.133039,WGS84,910,"38.1639517° -119.1330385°",,,"New Biogeomancer (copied from UC736041)",,"Thu Dec 30 16:33:26 2010; georef from 2006-2015 archive backup file",2248,,,,,7375ft.,,,"cataloged date: 1994-06-15","2025-02-12 19:40:21",08b45693-3000-4468-94e5-4b37abcdeb57,17,987ceb00-b8b5-4d26-81aa-f91dbcca4dcc,https://cch2.org/portal/collections/individual/index.php?occid=656057
720729,RSA,POM,,PreservedSpecimen,2768965b-f915-4716-93f7-7209773045ee,RSA0006613,"POM accession: 90719",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Draba,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,"Draba oligosperma",17582,Hook.,Draba,,oligosperma,,,,,Species,"Ihsan A. Al-Shehbaz",2007-12,,,,,Isotype,"W. H. Shockley",,455,1888-08-00,,1888,8,0,,,1888-08,,,,,,,,,,,,,,,,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"White Mts",,0,,37.622969,-118.239045,WGS84,800,"37.622969° -118.239045°","UCBerkeley B",,Geolocate,,"Thu Jun 21 12:08:46 2012; georef from 2006-2015 archive backup file",3963,,,,,13000ft.,,,"cataloged date: 1989-10-25","2025-02-12 19:40:21",2768965b-f915-4716-93f7-7209773045ee,17,b4cede81-7c05-457b-bae1-109a2b2ce56b,https://cch2.org/portal/collections/individual/index.php?occid=720729
725497,RSA,RSA,,PreservedSpecimen,29a863ad-3098-4f52-ae7b-9e3ddb5fea9b,RSA0005670,"RSA accession: 166853",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Rosales|Rosaceae|Potentilla,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,"Potentilla morefieldii",28671,Ertter,Potentilla,,morefieldii,,,,,Species,,,,,,,Isotype,"K. K. Muller",,1064,1960-07-15,,1960,7,15,197,,,,,,"F. C. yellow. Matted on open dolomite slopes. Common at 13,000 feet elev.",,,,,,,,,,,,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"White Mountains, above Barcroft Laboratory.",,0,,37.624397,-118.23926,WGS84,1000,"37.624397° -118.23926°","UCBerkeley B",,"Geolocate (copied from HSC86606)",,"Thu Jun 21 12:17:53 2012; georef from 2006-2015 archive backup file",3963,,,,,13000ft.,,,"cataloged date: 1997-05-06","2025-02-12 19:40:21",29a863ad-3098-4f52-ae7b-9e3ddb5fea9b,17,ccef87df-1a1e-45c5-b8d6-7cf3e0d205f6,https://cch2.org/portal/collections/individual/index.php?occid=725497
734341,RSA,RSA,,PreservedSpecimen,2de664b9-fcbb-4801-9d17-3d1137437949,RSA0010333,"RSA accession: 805973",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Lilianae|Poales|Cyperaceae|Carex,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,"Carex orestera",211163,Zika,Carex,,orestera,,,,,Species,,,,,,,Isotype,"P. F. Zika","Steve Matson",25338,2010-08-11,,2010,8,11,223,,,"Published in Novon: A Journal for Botanical Nomenclature 22(1):118-124. 2012.","Dry sunny steep S-facing subalpine talus, over dark metamorphic hornfels bedrock, with Carex vernacula, C. abrupta, C. spectabilis, C. filifolia, C. helleri, Juncus drummondii.",,"Cespitose, leaves blue-green.",,,,,,,,,,,,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"Above NW end of Gardinsky Lake, Inyo National Forest, central Sierra Nevada Highlands.",,0,,37.9583333,-119.255,,,,,,,,,3250,,,,,10660ft.,,,"Rachel L. Poutasse; cataloged date: 2013-12-09","2025-02-12 19:40:21",2de664b9-fcbb-4801-9d17-3d1137437949,17,172d72d3-2e09-47d0-afdd-3c636498d8be,https://cch2.org/portal/collections/individual/index.php?occid=734341
754920,RSA,RSA,,PreservedSpecimen,3790d2e8-1c07-4a27-8cf5-2091f33eb9eb,,"RSA accession: 697299",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Caryophyllanae|Caryophyllales|Amaranthaceae|Chenopodium,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,"Chenopodium luteum",375320,Benet-Pierce,Chenopodium,,luteum,,,,,Species,"LeRoy Gross","Sept. 2022",,"Paratype, Protologue (2019)",,,Paratype,"Michael Honer",,216,2000-06-13,,2000,6,13,165,,,,"Gently E-sloping outwash alluvium of dry canyon. Soil mixed decomposed granite and pumice gravel. With Purshia tridentata, Atremesia tridentata, Ephedra viridis, occasional Pinus monophylla. Area is evidently grazed.",,"Common on road edges and in scrub.",,,,,,,,,,,"flowers & fruits",,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"Inyo National ForestAlong FS rd. 3S01 (paralleling powerline - E of Deer Spr.), appx 1000m W of Benton Crossing rd. 200m W of cattle tank.; Banner Ridge quad",,0,,37.66405,-118.6081,,,"T3S R31E S30 SE/4 OF NW/4",,,,,,2170,,,,,7118ft.,,,"Michael A. Honer; cataloged date: 2002-06-30","2025-02-12 19:40:21",3790d2e8-1c07-4a27-8cf5-2091f33eb9eb,17,33eb5784-09f3-4aed-a90f-b20f4289df37,https://cch2.org/portal/collections/individual/index.php?occid=754920
760145,RSA,POM,,PreservedSpecimen,3a0db204-65e3-41ee-b41b-cdd6342735ad,RSA0003405,"POM accession: 276472",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fabales|Fabaceae|Lupinus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,"Lupinus duranii",24896,Eastw.,Lupinus,,duranii,,,,,Species,"David B. Dunn",1956,,,,,Isotype,"Victor Duran",,3343,1932-07-15,,1932,7,15,197,,,,"Open flat of pumice sand.",,,,,,,,,,,,,"flowers & fruits",,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"Sand Flat, near Mono Mills.",,0,,37.8774,-118.8952,WGS84,2300,"37.8774° -118.8952°","UCBerkeley C",,"GoogleMaps via BerkeleyMapper (copied from CAS239801)",,"Sun Mar 25 17:35:32 2012; georef from 2006-2015 archive backup file",2378,,,,,7800ft.,,,"V. Romo; cataloged date: 1990-10-22","2025-02-12 19:40:21",3a0db204-65e3-41ee-b41b-cdd6342735ad,17,95cda2cc-6b5c-4dc8-906b-754d5c0aafaa,https://cch2.org/portal/collections/individual/index.php?occid=760145
772871,RSA,RSA,,PreservedSpecimen,401e9d27-0b99-4236-b660-4469f38cf6ff,,"RSA accession: 4185",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Ericales|Polemoniaceae|Polemonium,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,"Polemonium chartaceum",74630,"H. Mason",Polemonium,,chartaceum,,,,,Species,"R. E. Timme",2001,,,,,Topotype,"Victor Duran",,556,1930-07-29,,1930,7,29,210,,,"cf. U. of C. Pub. Bot. 23: 257.",,,,,,,,,,,,,,flowers,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"White Mt. Peak, White Mts",,0,,37.63414,-118.25574,NAD83,400,,,,"Delorme Topo USA",,"<1/4 section (appx. <400 M); <1/4 section (appx. <400 M)",4268,,,,,14000ft.,,,"Sarah J. De Groot; cataloged date: 2011-09-27","2025-02-12 19:40:21",401e9d27-0b99-4236-b660-4469f38cf6ff,17,a23acf53-5ca5-4d65-9eb8-664717ef8b6a,https://cch2.org/portal/collections/individual/index.php?occid=772871
784406,RSA,RSA,,PreservedSpecimen,4594ff69-b082-4c0a-99f3-cb522ebd714e,RSA0003406,"RSA accession: 10923",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fabales|Fabaceae|Lupinus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,"Lupinus duranii",24896,Eastw.,Lupinus,,duranii,,,,,Species,,,,,,,Holotype,"Victor Duran",,3343,1932-07-15,,1932,7,15,197,,,,"Open flat of pumice sand.",,,,,,,,,,,,,flowers,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"Sand Flat, near Mono Mills.",,0,,37.8774,-118.8952,WGS84,2300,"37.8774° -118.8952°","UCBerkeley C",,"GoogleMaps via BerkeleyMapper (copied from CAS239801)",,"Sun Mar 25 17:35:32 2012; georef from 2006-2015 archive backup file",2378,,,,,7800ft.,,,"V. Romo; cataloged date: 1990-10-22","2025-02-12 19:40:21",4594ff69-b082-4c0a-99f3-cb522ebd714e,17,50fe3ff8-eff2-4faa-b969-dffde17e12f6,https://cch2.org/portal/collections/individual/index.php?occid=784406
786907,RSA,RSA,,PreservedSpecimen,46ce7737-7209-451b-989d-06349c90eb41,RSA0005338,"RSA accession: 38649","Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Ranunculanae|Ranunculales|Ranunculaceae|Myosurus|Myosurus minimus",Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,"Myosurus minimus subsp. montanus",43075,"G.R. Campb.",Myosurus,,minimus,subsp.,montanus,,,Subspecies,,,,,,,Type,"P. A. Munz",,11811,1947-05-16,,1947,5,16,136,,,,"Damp sandy depressions in creek bottom.",,,,,,,,,,,,,,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"Hwy 395, 3 mi. northwest of Bridgeport.",,0,,38.2646,-119.2782,WGS84,1400,"38.2646° -119.2782°","UCBerkeley C",,"GoogleMaps via BerkeleyMapper (copied from RSA39535)",,"Fri Jun 22 15:37:35 2012; georef from 2006-2015 archive backup file",2027,,,,,6650ft.,,,"cataloged date: 1996-11-19","2025-02-12 19:40:21",46ce7737-7209-451b-989d-06349c90eb41,17,3f3f8eb8-8fb6-4712-b1a1-1733eccc129c,https://cch2.org/portal/collections/individual/index.php?occid=786907
791824,RSA,POM,,PreservedSpecimen,4927c4b0-458d-4e1c-a5ab-329ed1781caf,RSA0005900,"POM accession: 214819",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,"Heuchera duranii",22964,Bacig.,Heuchera,,duranii,,,,,Species,,,,,,,Isotype,"Victor Duran",,2817,1930-07-26,,1930,7,26,207,,,,,,,,,,,,,,,,,,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"McAfee Meadow, White Mts.",,0,,37.5885,-118.2275,WGS84,800,"37.5885° -118.2275°",,,"GoogleMaps via BerkeleyMapper (copied from SD1528)",,"Thu Dec 30 16:33:26 2010; georef from 2006-2015 archive backup file",3567,3567,,,,11700ft.,,,"cataloged date: 1997-09-09","2025-02-12 19:40:21",4927c4b0-458d-4e1c-a5ab-329ed1781caf,17,0e97672f-c535-4ae4-ab6f-0db6a4467a37,https://cch2.org/portal/collections/individual/index.php?occid=791824
920116,RSA,POM,,PreservedSpecimen,627b53a3-01be-4b18-ac70-d74dcd08931e,RSA0005693,"POM accession: 145491","Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Lamiales|Lamiaceae|Monardella|Monardella linoides",Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,"Monardella linoides subsp. sierrae",204981,"Elvin & A.C.Sanders",Monardella,,linoides,subsp.,sierrae,,,Subspecies,"A. C. Sanders",,,"[Other determiner/s]: M. A. Elvin",,,Paratype,"Marcus E. Jones",,s.n.,1927-06-16,,1927,6,16,167,,,,,,,,,,,,,,,,,,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"Benton Station.",,0,,37.8186,-118.475,WGS84,2000,"37.8186° -118.475°","UCBerkeley C",,"GoogleMaps via BerkeleyMapper (copied from POM147568)",,"Fri Jun 22 10:48:30 2012; georef from 2006-2015 archive backup file",,,,,,,,,"Kitty J. Blassey; cataloged date: 2009-11-16","2025-02-12 19:40:21",627b53a3-01be-4b18-ac70-d74dcd08931e,17,dd1f3180-b967-4c01-acb8-b572f723a701,https://cch2.org/portal/collections/individual/index.php?occid=920116
944481,RSA,POM,,PreservedSpecimen,6e2f6efe-15ac-42ff-b2ef-8a503303812c,RSA0003022,"POM accession: 183781",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fabales|Fabaceae|Astragalus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,"Astragalus monoensis",10983,Barneby,Astragalus,,monoensis,,,,,Species,,,,,,,Type,"H. D. Ripley","R. C. Barneby",5833,1943-06-20,,1943,6,20,171,,,,"In pumice ground.",,,,,,,,,,,,,,,,,,,,"herbarium sheet",,"North America",,,,"United States",US,California,Mono,,"Valley N of Mamooth E of Inyo Crater Lake.",,0,,37.70501,-118.951807,WGS84,719,"37.7050102° -118.951807°",,,"New Biogeomancer",,"Thu Dec 30 16:33:26 2010; georef from 2006-2015 archive backup file",2287,,,,,7500ft.,,,"V. Romo; cataloged date: 1990-10-23","2025-02-12 19:40:21",6e2f6efe-15ac-42ff-b2ef-8a503303812c,17,9804aad5-93f6-446c-a1d3-bbe50ca794ba,https://cch2.org/portal/collections/individual/index.php?occid=944481
