gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
4761301216				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1899763072	OBS1899763072		obsr1028828		1													PRESENT																							2023-07-14		195	195	2023	7	14												NORTH_AMERICA				US	California	Mono		SNARL									37.613667	-118.83194																																																	avibase-EA5E858A	Euphagus cyanocephalus (Wagler, 1829)								Animalia	Chordata	Aves	Passeriformes		Icteridae				Euphagus	Euphagus			cyanocephalus			SPECIES		Brewer's Blackbird		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T03:33:10.803Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	2484183	2484183	1	44	212	729	6176	2484182		2484183	Euphagus cyanocephalus	Euphagus cyanocephalus (Wagler, 1829)	Euphagus cyanocephalus		DWC_ARCHIVE	2025-02-05T03:33:10.803Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4761205061				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1749825520	OBS1749825520		obsr1467934		4													PRESENT																							2023-06-03		154	154	2023	6	3												NORTH_AMERICA				US	California	Mono		SNARL Institute- Inyo National Forest, Mammoth Lakes US-CA 37.61404, -118.83265									37.61404	-118.83265																																																	avibase-A381417F	Troglodytes aedon Vieillot, 1809								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes	Troglodytes			aedon			SPECIES		House Wren		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:51:58.619Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	5231459	5231459	1	44	212	729	9355	2493899		5231459	Troglodytes aedon	Troglodytes aedon Vieillot, 1809	Troglodytes aedon		DWC_ARCHIVE	2025-02-05T05:51:58.619Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4760949860				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1749825524	OBS1749825524		obsr1467934		4													PRESENT																							2023-06-03		154	154	2023	6	3												NORTH_AMERICA				US	California	Mono		SNARL Institute- Inyo National Forest, Mammoth Lakes US-CA 37.61404, -118.83265									37.61404	-118.83265																																																	avibase-1E1AB415	Molothrus ater (Boddaert, 1783)								Animalia	Chordata	Aves	Passeriformes		Icteridae				Molothrus	Molothrus			ater			SPECIES		Brown-headed Cowbird		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:51:58.605Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	2484391	2484391	1	44	212	729	6176	2484385		2484391	Molothrus ater	Molothrus ater (Boddaert, 1783)	Molothrus ater		DWC_ARCHIVE	2025-02-05T05:51:58.605Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4760922149				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1785205232	OBS1785205232		obsr3921975		2													PRESENT																							2023-07-17		198	198	2023	7	17												NORTH_AMERICA				US	California	Mono		SNARL									37.614525	-118.832146																																																	avibase-A381417F	Troglodytes aedon Vieillot, 1809								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes	Troglodytes			aedon			SPECIES		House Wren		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:55:02.735Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	5231459	5231459	1	44	212	729	9355	2493899		5231459	Troglodytes aedon	Troglodytes aedon Vieillot, 1809	Troglodytes aedon		DWC_ARCHIVE	2025-02-05T05:55:02.735Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4760788718				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1784133203	OBS1784133203		obsr3921975		1													PRESENT																							2023-07-16		197	197	2023	7	16												NORTH_AMERICA				US	California	Mono		SNARL									37.614525	-118.832146																																																	avibase-A381417F	Troglodytes aedon Vieillot, 1809								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes	Troglodytes			aedon			SPECIES		House Wren		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:54:57.361Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	5231459	5231459	1	44	212	729	9355	2493899		5231459	Troglodytes aedon	Troglodytes aedon Vieillot, 1809	Troglodytes aedon		DWC_ARCHIVE	2025-02-05T05:54:57.361Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4760564459				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1749822096	OBS1749822096		obsr1494836		2													PRESENT																							2023-06-03		154	154	2023	6	3												NORTH_AMERICA				US	California	Mono		SNARL Institute- Inyo National Forest, Mammoth Lakes US-CA 37.61404, -118.83265									37.61404	-118.83265																																																	avibase-FFF61080	Leiothlypis celata (Say, 1822)								Animalia	Chordata	Aves	Passeriformes		Parulidae				Leiothlypis	Leiothlypis			celata			SPECIES		Orange-crowned Warbler		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T03:17:22.697Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	8169649	8169649	1	44	212	729	5263	7467942		8169649	Leiothlypis celata	Leiothlypis celata (Say, 1822)	Leiothlypis celata		DWC_ARCHIVE	2025-02-05T03:17:22.697Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4760466817				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1743354662	OBS1743354662		obsr1127676		3													PRESENT																							2023-05-28		148	148	2023	5	28												NORTH_AMERICA				US	California	Mono		Inyo National Forest, Mammoth Lakes US-CA 37.61396, -118.83419									37.61396	-118.83418																																																	avibase-A6C0C4A9	Setophaga petechia (Linnaeus, 1766)								Animalia	Chordata	Aves	Passeriformes		Parulidae				Setophaga	Setophaga			petechia			SPECIES		Yellow Warbler		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:51:26.646Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	7341834	7341834	1	44	212	729	5263	2489984		7341834	Setophaga petechia	Setophaga petechia (Linnaeus, 1766)	Setophaga petechia		DWC_ARCHIVE	2025-02-05T05:51:26.646Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4760212238				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1899767727	OBS1899767727		obsr1028828		2													PRESENT																							2023-07-14		195	195	2023	7	14												NORTH_AMERICA				US	California	Mono		SNARL									37.613667	-118.83194																																																	avibase-D77E4B41	Turdus migratorius Linnaeus, 1766								Animalia	Chordata	Aves	Passeriformes		Turdidae				Turdus	Turdus			migratorius			SPECIES		American Robin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T06:03:35.297Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	9510564	9510564	1	44	212	729	5290	2490714		9510564	Turdus migratorius	Turdus migratorius Linnaeus, 1766	Turdus migratorius		DWC_ARCHIVE	2025-02-05T06:03:35.297Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4760163987				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1783374231	OBS1783374231		obsr350658		1													PRESENT																							2023-07-13		194	194	2023	7	13												NORTH_AMERICA				US	California	Mono		1001 Mount Morrison Rd, Mammoth Lakes US-CA (37.6137,-118.8317)									37.613697	-118.831665																																																	avibase-52F63879	Sphyrapicus ruber (J.F.Gmelin, 1788)								Animalia	Chordata	Aves	Piciformes		Picidae				Sphyrapicus	Sphyrapicus			ruber			SPECIES		Red-breasted Sapsucker		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:54:53.212Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	2478597	2478597	1	44	212	724	9333	2478596		2478597	Sphyrapicus ruber	Sphyrapicus ruber (J.F.Gmelin, 1788)	Sphyrapicus ruber		DWC_ARCHIVE	2025-02-05T05:54:53.212Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4760075506				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1743354666	OBS1743354666		obsr1127676		1													PRESENT																							2023-05-28		148	148	2023	5	28												NORTH_AMERICA				US	California	Mono		Inyo National Forest, Mammoth Lakes US-CA 37.61396, -118.83419									37.61396	-118.83418																																																	avibase-66AA469C	Vireo gilvus (Vieillot, 1808)								Animalia	Chordata	Aves	Passeriformes		Vireonidae				Vireo	Vireo			gilvus			SPECIES		Warbling Vireo		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:51:26.669Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	2487446	2487446	1	44	212	729	9358	2487406		2487446	Vireo gilvus	Vireo gilvus (Vieillot, 1808)	Vireo gilvus		DWC_ARCHIVE	2025-02-05T05:51:26.669Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4759867170				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1782198501	OBS1782198501		obsr3921975		2													PRESENT																							2023-07-13		194	194	2023	7	13												NORTH_AMERICA				US	California	Mono		SNARL									37.614525	-118.832146																																																	avibase-58E25701	Pipilo maculatus Swainson, 1827								Animalia	Chordata	Aves	Passeriformes		Passerellidae				Pipilo	Pipilo			maculatus			SPECIES		Spotted Towhee		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:54:46.841Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	9709230	9709230	1	44	212	729	9410667	2491204		9709230	Pipilo maculatus	Pipilo maculatus Swainson, 1827	Pipilo maculatus		DWC_ARCHIVE	2025-02-05T05:54:46.841Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4759839060				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1786804600	OBS1786804600		obsr3921975		2													PRESENT																							2023-07-20		201	201	2023	7	20												NORTH_AMERICA				US	California	Mono		SNARL									37.614525	-118.832146																																																	avibase-7E65A952	Icterus bullockii (Swainson, 1827)								Animalia	Chordata	Aves	Passeriformes		Icteridae				Icterus	Icterus			bullockii			SPECIES		Bullock's Oriole		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:55:10.114Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	5229864	5229864	1	44	212	729	6176	2484282		5229864	Icterus bullockii	Icterus bullockii (Swainson, 1827)	Icterus bullockii		DWC_ARCHIVE	2025-02-05T05:55:10.114Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4759495424				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1743364339	OBS1743364339		obsr3508107		3													PRESENT																							2023-05-28		148	148	2023	5	28												NORTH_AMERICA				US	California	Mono		Inyo National Forest, Mammoth Lakes US-CA 37.61391, -118.83403									37.61391	-118.83403																																																	avibase-A381417F	Troglodytes aedon Vieillot, 1809								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes	Troglodytes			aedon			SPECIES		House Wren		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:51:26.752Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	5231459	5231459	1	44	212	729	9355	2493899		5231459	Troglodytes aedon	Troglodytes aedon Vieillot, 1809	Troglodytes aedon		DWC_ARCHIVE	2025-02-05T05:51:26.752Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4759444511				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1784885177	OBS1784885177		obsr3921975		2													PRESENT																							2023-07-17		198	198	2023	7	17												NORTH_AMERICA				US	California	Mono		SNARL									37.614525	-118.832146																																																	avibase-1E1AB415	Molothrus ater (Boddaert, 1783)								Animalia	Chordata	Aves	Passeriformes		Icteridae				Molothrus	Molothrus			ater			SPECIES		Brown-headed Cowbird		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:55:01.196Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	2484391	2484391	1	44	212	729	6176	2484385		2484391	Molothrus ater	Molothrus ater (Boddaert, 1783)	Molothrus ater		DWC_ARCHIVE	2025-02-05T05:55:01.196Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4758841063				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1743364324	OBS1743364324		obsr3508107		4													PRESENT																							2023-05-28		148	148	2023	5	28												NORTH_AMERICA				US	California	Mono		Inyo National Forest, Mammoth Lakes US-CA 37.61391, -118.83403									37.61391	-118.83403																																																	avibase-58E25701	Pipilo maculatus Swainson, 1827								Animalia	Chordata	Aves	Passeriformes		Passerellidae				Pipilo	Pipilo			maculatus			SPECIES		Spotted Towhee		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:51:26.692Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	9709230	9709230	1	44	212	729	9410667	2491204		9709230	Pipilo maculatus	Pipilo maculatus Swainson, 1827	Pipilo maculatus		DWC_ARCHIVE	2025-02-05T05:51:26.692Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4758834980				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1781634354	OBS1781634354		obsr3921975		8													PRESENT																							2023-07-12		193	193	2023	7	12												NORTH_AMERICA				US	California	Mono		SNARL									37.614525	-118.832146																																																	avibase-A381417F	Troglodytes aedon Vieillot, 1809								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes	Troglodytes			aedon			SPECIES		House Wren		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:54:44.274Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	5231459	5231459	1	44	212	729	9355	2493899		5231459	Troglodytes aedon	Troglodytes aedon Vieillot, 1809	Troglodytes aedon		DWC_ARCHIVE	2025-02-05T05:54:44.274Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4758782400				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1749825526	OBS1749825526		obsr1467934		2													PRESENT																							2023-06-03		154	154	2023	6	3												NORTH_AMERICA				US	California	Mono		SNARL Institute- Inyo National Forest, Mammoth Lakes US-CA 37.61404, -118.83265									37.61404	-118.83265																																																	avibase-D77E4B41	Turdus migratorius Linnaeus, 1766								Animalia	Chordata	Aves	Passeriformes		Turdidae				Turdus	Turdus			migratorius			SPECIES		American Robin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:51:58.588Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	9510564	9510564	1	44	212	729	5290	2490714		9510564	Turdus migratorius	Turdus migratorius Linnaeus, 1766	Turdus migratorius		DWC_ARCHIVE	2025-02-05T05:51:58.588Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4756997934				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1776854164	OBS1776854164		obsr1763621		5													PRESENT																							2023-07-06		187	187	2023	7	6												NORTH_AMERICA				US	California	Mono		1001 Mount Morrison Rd, Mammoth Lakes US-CA 37.61369, -118.83172									37.613693	-118.83172																																																	avibase-29967541	Spizella breweri Cassin, 1856								Animalia	Chordata	Aves	Passeriformes		Passerellidae				Spizella	Spizella			breweri			SPECIES		Brewer's Sparrow		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:54:20.531Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	2492099	2492099	1	44	212	729	9410667	2492093		2492099	Spizella breweri	Spizella breweri Cassin, 1856	Spizella breweri		DWC_ARCHIVE	2025-02-05T05:54:20.531Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4756932950				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1781612757	OBS1781612757		obsr3492284		3													PRESENT																							2023-07-12		193	193	2023	7	12												NORTH_AMERICA				US	California	Mono		Snarl									37.614136	-118.831665																																																	avibase-24E39ACD	Chordeiles minor (J.R.Forster, 1771)								Animalia	Chordata	Aves	Caprimulgiformes		Caprimulgidae				Chordeiles	Chordeiles			minor			SPECIES		Common Nighthawk		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:54:44.187Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	2497035	2497035	1	44	212	8510645	5225	2497027		2497035	Chordeiles minor	Chordeiles minor (J.R.Forster, 1771)	Chordeiles minor		DWC_ARCHIVE	2025-02-05T05:54:44.187Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4756309275				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1743354661	OBS1743354661		obsr1127676		1													PRESENT																							2023-05-28		148	148	2023	5	28												NORTH_AMERICA				US	California	Mono		Inyo National Forest, Mammoth Lakes US-CA 37.61396, -118.83419									37.61396	-118.83418																																																	avibase-BBA2F9DF	Tachycineta bicolor (Vieillot, 1808)								Animalia	Chordata	Aves	Passeriformes		Hirundinidae				Tachycineta	Tachycineta			bicolor			SPECIES		Tree Swallow		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:51:26.645Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	2489181	2489181	1	44	212	729	5248	2489178		2489181	Tachycineta bicolor	Tachycineta bicolor (Vieillot, 1808)	Tachycineta bicolor		DWC_ARCHIVE	2025-02-05T05:51:26.645Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4756177164				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1784194596	OBS1784194596		obsr3921975		1													PRESENT																							2023-07-16		197	197	2023	7	16												NORTH_AMERICA				US	California	Mono		SNARL									37.614525	-118.832146																																																	avibase-58E25701	Pipilo maculatus Swainson, 1827								Animalia	Chordata	Aves	Passeriformes		Passerellidae				Pipilo	Pipilo			maculatus			SPECIES		Spotted Towhee		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:54:57.628Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	9709230	9709230	1	44	212	729	9410667	2491204		9709230	Pipilo maculatus	Pipilo maculatus Swainson, 1827	Pipilo maculatus		DWC_ARCHIVE	2025-02-05T05:54:57.628Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4755835932				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1762198741	OBS1762198741		obsr340618		1													PRESENT																							2023-06-17		168	168	2023	6	17												NORTH_AMERICA				US	California	Mono		Sierra Nevada Aquatic Research Lab Mt Morrison Rd									37.613747	-118.83065																																																	avibase-EA5E858A	Euphagus cyanocephalus (Wagler, 1829)								Animalia	Chordata	Aves	Passeriformes		Icteridae				Euphagus	Euphagus			cyanocephalus			SPECIES		Brewer's Blackbird		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:53:03.813Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	2484183	2484183	1	44	212	729	6176	2484182		2484183	Euphagus cyanocephalus	Euphagus cyanocephalus (Wagler, 1829)	Euphagus cyanocephalus		DWC_ARCHIVE	2025-02-05T05:53:03.813Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
4754865739				CC_BY_4_0									CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1750765657	OBS1750765657		obsr1433018		2													PRESENT																							2023-06-04		155	155	2023	6	4												NORTH_AMERICA				US	California	Mono		1000 Mount Morrison Road, Mammoth Lakes, California, US (37.614, -118.832)									37.614098	-118.83233																																																	avibase-A381417F	Troglodytes aedon Vieillot, 1809								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes	Troglodytes			aedon			SPECIES		House Wren		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	US	2025-02-05T05:52:03.790Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED		true	false	5231459	5231459	1	44	212	729	9355	2493899		5231459	Troglodytes aedon	Troglodytes aedon Vieillot, 1809	Troglodytes aedon		DWC_ARCHIVE	2025-02-05T05:52:03.790Z	2024-09-27T13:35:39.907Z	false			false	NORTH_AMERICA	NORTH_AMERICA	USA	United States	USA.5_1	California	USA.5.26_1	Mono			LC
