id,uuid,observed_on_string,observed_on,time_observed_at,user_id,user_login,user_name,created_at,quality_grade,url,image_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
85427008,4d5c02df-5eb1-41a3-a589-b22d7a6f88d1,Fri Jul 02 2021 20:55:29 GMT-0700 (PDT),2021-07-02,2021-07-03 03:55:29 UTC,1435990,cindyytrannn,,2021-07-03 04:32:16 UTC,needs_id,https://www.inaturalist.org/observations/85427008,https://inaturalist-open-data.s3.amazonaws.com/photos/140829424/medium.jpg,"","",0,0,false,3,"Mount Morrison Rd, Mammoth Lakes, CA, US",37.6136783333,-118.8272383333,10,,,"",Argemone,prickly poppies,Plantae,58951,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Argemone,,
85488346,e79ddc56-2f02-4c94-b799-8308bcb0f021,2021/07/01 12:41 PM PDT,2021-07-01,2021-07-01 19:41:00 UTC,583493,tothemax,Max Roberts,2021-07-03 16:44:21 UTC,research,https://www.inaturalist.org/observations/85488346,https://inaturalist-open-data.s3.amazonaws.com/photos/140660682/medium.jpeg,"",There were several individuals in this area. Were observed singing.,1,0,false,,"Mono County, CA, USA",37.6138129235,-118.8323948268,31,,,Bullock's Oriole,Icterus bullockii,Bullock's Oriole,Aves,9357,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus bullockii,
85488349,27743a42-7154-4404-895f-76769c9781d1,2021/07/01 12:41 PM PDT,2021-07-01,2021-07-01 19:41:00 UTC,583493,tothemax,Max Roberts,2021-07-03 16:44:22 UTC,research,https://www.inaturalist.org/observations/85488349,https://inaturalist-open-data.s3.amazonaws.com/photos/140660762/medium.jpeg,"",,1,0,false,,"Mono County, CA, USA",37.6155414799,-118.8368714263,265,,,Turkey Vulture,Cathartes aura,Turkey Vulture,Aves,4756,Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes,Cathartes aura,
85716082,c6a20d5f-d291-4c83-aa6d-06d326614367,Sun Jul 04 2021 19:23:42 GMT -0700 (PDT),2021-07-04,2021-07-05 02:23:42 UTC,1435990,cindyytrannn,,2021-07-05 02:24:49 UTC,needs_id,https://www.inaturalist.org/observations/85716082,https://inaturalist-open-data.s3.amazonaws.com/photos/141080453/medium.jpeg,"",,1,0,false,333,Mammoth Lakes,37.6136932373,-118.8320236206,,,,Harvester Ants,Pogonomyrmex,Typical American Harvester Ants,Insecta,69114,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,,
85730461,0087ee39-0fcb-4798-82df-2e2153e2bdf8,2021-07-02 12:35:03,2021-07-02,2021-07-02 19:35:03 UTC,248058,maybroberts,May Roberts,2021-07-05 05:19:18 UTC,needs_id,https://www.inaturalist.org/observations/85730461,https://static.inaturalist.org/photos/141107985/medium.jpeg,"",,1,0,false,2,"Toms Place, CA 93546, USA",37.6136777778,-118.8315222222,,,,water ragwort,Senecio hydrophilus,water ragwort,Plantae,64165,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio hydrophilus,
85731517,89a0c0e7-73b2-4f9f-b0f2-236cd6192db6,Sun Jul 04 2021 10:26:37 GMT -0700 (PDT),2021-07-04,2021-07-04 17:26:37 UTC,1435990,cindyytrannn,,2021-07-05 05:42:39 UTC,research,https://www.inaturalist.org/observations/85731517,https://inaturalist-open-data.s3.amazonaws.com/photos/141516360/medium.jpeg,"",,1,0,false,333,Mammoth Lakes,37.6138725281,-118.8319625854,,,,Brewer's Blackbird,Euphagus cyanocephalus,Brewer's Blackbird,Aves,10325,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,Euphagus cyanocephalus,
85731695,4aeec215-502c-446c-94c9-dd786bb8c454,Sun Jul 04 2021 19:17:04 GMT -0700 (PDT),2021-07-04,2021-07-05 02:17:04 UTC,1435990,cindyytrannn,,2021-07-05 05:45:04 UTC,needs_id,https://www.inaturalist.org/observations/85731695,https://inaturalist-open-data.s3.amazonaws.com/photos/141110177/medium.jpeg,"",,1,0,false,333,Mammoth Lakes,37.613494873,-118.8316955566,,,,Antelope Bitterbrush,Purshia tridentata,Antelope Bitterbrush,Plantae,67804,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Purshia,Purshia tridentata,
85731722,3821014c-8714-4730-858a-c20a7b1b1b57,Sun Jul 04 2021 19:12:04 GMT -0700 (PDT),2021-07-04,2021-07-05 02:12:04 UTC,1435990,cindyytrannn,,2021-07-05 05:45:12 UTC,needs_id,https://www.inaturalist.org/observations/85731722,https://inaturalist-open-data.s3.amazonaws.com/photos/141110190/medium.jpeg,"",,0,0,false,333,Mammoth Lakes,37.6138572693,-118.8319549561,,,,,Plantae,plants,Plantae,47126,Plantae,,,,,,,
85731743,fc93f42f-aa36-45e4-a33d-b761f463c470,Sun Jul 04 2021 19:23:42 GMT -0700 (PDT),2021-07-04,2021-07-05 02:23:42 UTC,1435990,cindyytrannn,,2021-07-05 05:45:27 UTC,needs_id,https://www.inaturalist.org/observations/85731743,https://inaturalist-open-data.s3.amazonaws.com/photos/141110213/medium.jpeg,"",,2,0,false,333,Mammoth Lakes,37.6136932373,-118.8320236206,,,,Harvester Ants,Pogonomyrmex,Typical American Harvester Ants,Insecta,69114,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,,
85731766,3ee28d6f-11af-4472-be6d-247c857b18d0,Sun Jul 04 2021 20:01:01 GMT-0700 (PDT),2021-07-04,2021-07-05 03:01:01 UTC,1435990,cindyytrannn,,2021-07-05 05:46:02 UTC,needs_id,https://www.inaturalist.org/observations/85731766,https://inaturalist-open-data.s3.amazonaws.com/photos/141110272/medium.jpeg,"","",0,0,false,333,Mammoth Lakes,37.6141777039,-118.8338165283,,,,"",Sisymbrium altissimum,Tall Tumblemustard,Plantae,56996,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,Sisymbrium altissimum,
85731777,42c6b514-bc3a-4a52-9471-224732309660,Sun Jul 04 2021 20:01:19 GMT -0700 (PDT),2021-07-04,2021-07-05 03:01:19 UTC,1435990,cindyytrannn,,2021-07-05 05:46:12 UTC,needs_id,https://www.inaturalist.org/observations/85731777,https://inaturalist-open-data.s3.amazonaws.com/photos/141110299/medium.jpeg,"",,0,0,false,333,Mammoth Lakes,37.6141815186,-118.8338623047,,,,,Lupinus,lupines,Plantae,47121,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,,
85731783,8517dda2-9465-41d7-abab-64cdff065a7d,Sun Jul 04 2021 20:01:44 GMT -0700 (PDT),2021-07-04,2021-07-05 03:01:44 UTC,1435990,cindyytrannn,,2021-07-05 05:46:21 UTC,needs_id,https://www.inaturalist.org/observations/85731783,https://inaturalist-open-data.s3.amazonaws.com/photos/141110321/medium.jpeg,"",,0,0,false,333,Mammoth Lakes,37.6141777039,-118.8339538574,,,,,Lupinus,lupines,Plantae,47121,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,,
85731806,b7fceb60-33dc-46cc-9d5a-2a6c28015c0c,Sun Jul 04 2021 20:03:05 GMT -0700 (PDT),2021-07-04,2021-07-05 03:03:05 UTC,1435990,cindyytrannn,,2021-07-05 05:46:56 UTC,research,https://www.inaturalist.org/observations/85731806,https://inaturalist-open-data.s3.amazonaws.com/photos/141110392/medium.jpeg,"",,1,0,false,333,Mammoth Lakes,37.6138916016,-118.8324508667,,,,Canadian milkvetch,Astragalus canadensis,Canadian milkvetch,Plantae,75631,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus canadensis,
85731815,04922371-6f6a-4a7e-b9e7-d20e9e68e1ac,Sun Jul 04 2021 20:03:56 GMT-0700 (PDT),2021-07-04,2021-07-05 03:03:56 UTC,1435990,cindyytrannn,,2021-07-05 05:47:07 UTC,needs_id,https://www.inaturalist.org/observations/85731815,https://inaturalist-open-data.s3.amazonaws.com/photos/141110414/medium.jpeg,"","",0,0,false,333,Mammoth Lakes,37.6143112183,-118.8343276978,,,,"",Typha angustifolia,narrow-leaved cattail,Plantae,60316,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Typha,Typha angustifolia,
85731830,ad257809-3b76-48c3-bca9-65861a94065b,Sun Jul 04 2021 20:04:15 GMT-0700 (PDT),2021-07-04,2021-07-05 03:04:15 UTC,1435990,cindyytrannn,,2021-07-05 05:47:21 UTC,needs_id,https://www.inaturalist.org/observations/85731830,https://inaturalist-open-data.s3.amazonaws.com/photos/141110448/medium.jpeg,"","",0,0,false,333,Mammoth Lakes,37.6144561768,-118.8345184326,,,,"",Oenothera elata,tall evening primrose,Plantae,51813,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,Oenothera elata,
85731846,8e7d3c35-d14a-4ada-b517-29748ac5499e,Sun Jul 04 2021 20:04:23 GMT-0700 (PDT),2021-07-04,2021-07-05 03:04:23 UTC,1435990,cindyytrannn,,2021-07-05 05:47:31 UTC,research,https://www.inaturalist.org/observations/85731846,https://inaturalist-open-data.s3.amazonaws.com/photos/141516367/medium.jpeg,"","",1,0,false,333,Mammoth Lakes,37.6144561768,-118.8345184326,,,,Common Yarrow,Achillea millefolium,common yarrow,Plantae,52821,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea millefolium,
85878941,a8ccbed9-6fea-4bd5-93da-07ecacc4925b,2021-07-05 16:50:26,2021-07-05,2021-07-05 23:50:26 UTC,248058,maybroberts,May Roberts,2021-07-06 05:58:55 UTC,needs_id,https://www.inaturalist.org/observations/85878941,https://static.inaturalist.org/photos/141387673/medium.jpeg,"",,0,0,false,2,"Mono County, UCNRS, US-CA, US",37.6142694444,-118.8353972222,,,,,Araneae,Spiders,Arachnida,47118,Animalia,Arthropoda,Arachnida,Araneae,,,,
85966470,a53199e9-3a51-4695-af7c-fda98f6938d8,2021-06-30 19:56:38,2021-06-30,2021-07-01 02:56:38 UTC,170807,abeborker,Abe Borker,2021-07-06 22:11:03 UTC,needs_id,https://www.inaturalist.org/observations/85966470,https://static.inaturalist.org/photos/142009021/medium.jpeg,"",,2,0,false,2,"Mono County, UCNRS, US-CA, US",37.6128916667,-118.8292861111,,,,"Wood, Mound, and Field Ants",Formica,"Wood, Mound, and Field Ants",Insecta,47339,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,,
86353875,2de6d4cb-bf11-45ac-9b0a-ebc89bdb163f,Fri Jul 09 2021 18:13:58 GMT -0700 (PDT),2021-07-09,2021-07-10 01:13:58 UTC,1435990,cindyytrannn,,2021-07-10 01:26:03 UTC,research,https://www.inaturalist.org/observations/86353875,https://inaturalist-open-data.s3.amazonaws.com/photos/142385679/medium.jpg,"",,1,0,false,333,Mammoth Lakes,37.6138648987,-118.8319702148,,,,American Giant Water Bug,Lethocerus americanus,American Giant Water Bug,Insecta,81572,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Lethocerus,Lethocerus americanus,
86912415,8f2499e2-ab38-4734-a448-6cc0383477d0,Tue Jul 13 2021 15:06:39 GMT-0700 (PDT),2021-07-13,2021-07-13 22:06:39 UTC,361840,anniebc,Annie Barrett,2021-07-13 22:06:44 UTC,needs_id,https://www.inaturalist.org/observations/86912415,https://inaturalist-open-data.s3.amazonaws.com/photos/143260001/medium.jpg,"",,3,0,false,3,"Mount Morrison Rd, Mammoth Lakes, CA, US",37.6139641222,-118.8319806662,22,,,Bats,Vespertilionidae,Evening Bats,Mammalia,40269,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,,,
87991665,113fb5de-3594-4c1c-a60e-ec78cc9328e1,Thu Jul 08 2021 16:09:50 GMT-0700 (PDT),2021-07-08,2021-07-08 23:09:50 UTC,4550951,sarah3333,Sarah Haas,2021-07-21 14:20:49 UTC,needs_id,https://www.inaturalist.org/observations/87991665,https://static.inaturalist.org/photos/145129689/medium.jpg,"","",0,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.61435,-118.832345,53,,,"",Lupinus,lupines,Plantae,47121,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,,
87992082,1477cc57-f5c3-4996-84d0-61161c551deb,Sat Jul 03 2021 12:12:23 GMT-0700 (PDT),2021-07-03,2021-07-03 19:12:23 UTC,4550951,sarah3333,Sarah Haas,2021-07-21 14:24:56 UTC,needs_id,https://www.inaturalist.org/observations/87992082,https://static.inaturalist.org/photos/145130461/medium.jpg,"","",0,0,false,3,"Mount Morrison Cemetery, Mammoth Lakes, CA, US",37.6149033333,-118.8193966667,40,,,"",Chrysops,Deer Flies,Insecta,49703,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,,
88157956,146fece8-9d4b-4e0f-a95e-4d0dba113d81,Wed May 12 2021 18:44:44 GMT-0700 (PDT),2021-05-12,2021-05-13 01:44:44 UTC,294649,whitethroatedswift,,2021-07-22 18:34:31 UTC,needs_id,https://www.inaturalist.org/observations/88157956,https://inaturalist-open-data.s3.amazonaws.com/photos/145418576/medium.jpg,"",wyeth is mollis?,2,0,false,3,"Mammoth Lakes, CA, US",37.6130354297,-118.8157833448,554,,,sunflowers and allies,Heliantheae,sunflowers and allies,Plantae,605446,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,
88488877,4cdb3d3b-f771-45cb-8348-f2728eca38aa,Sat Jul 24 2021 20:08:56 GMT-0700 (PDT),2021-07-24,2021-07-25 03:08:56 UTC,1160651,gavinhughes,Gavin Hughes,2021-07-25 03:11:53 UTC,needs_id,https://www.inaturalist.org/observations/88488877,https://static.inaturalist.org/photos/146291997/medium.jpg,"","",2,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.613595,-118.8316633333,8,,,wild buckwheats,Eriogonum,wild buckwheats,Plantae,48939,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,,
88631026,f928ee09-6057-483e-8804-a099a018ac1b,Sun Jul 25 2021 17:41:34 GMT-0700 (PDT),2021-07-25,2021-07-26 00:41:34 UTC,736558,lasthenian,,2021-07-26 00:43:57 UTC,needs_id,https://www.inaturalist.org/observations/88631026,https://static.inaturalist.org/photos/146256848/medium.jpg,"","",0,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.6136366667,-118.8315416667,10,,,"",Cryptantha,Annual Cryptanthas,Plantae,51694,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha,,
88631065,0e692c0b-2fa8-4d67-80f8-610694c47331,Sun Jul 25 2021 15:22:03 GMT-0700 (PDT),2021-07-25,2021-07-25 22:22:03 UTC,736558,lasthenian,,2021-07-26 00:44:25 UTC,research,https://www.inaturalist.org/observations/88631065,https://static.inaturalist.org/photos/146256936/medium.jpg,"","",1,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.6144166667,-118.8308033333,10,,,Trifolium longipes,Trifolium longipes,Long-stalked Clover,Plantae,79422,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium longipes,
88631115,d08e4755-234a-4db2-aabe-d5f3a1e265ac,Sun Jul 25 2021 15:20:10 GMT-0700 (PDT),2021-07-25,2021-07-25 22:20:10 UTC,736558,lasthenian,,2021-07-26 00:45:03 UTC,needs_id,https://www.inaturalist.org/observations/88631115,https://static.inaturalist.org/photos/146455312/medium.jpg,"","",0,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.6144783333,-118.8307583333,5,,,"",Solidago,goldenrods,Plantae,48678,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,,
88631548,b36fb107-ed5a-438c-8242-767e1112c6b4,Sun Jul 25 2021 17:45:13 GMT-0700 (PDT),2021-07-25,2021-07-26 00:45:13 UTC,736558,lasthenian,,2021-07-26 00:48:57 UTC,needs_id,https://www.inaturalist.org/observations/88631548,https://static.inaturalist.org/photos/146455350/medium.jpg,"","",0,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.613445,-118.8316116667,5,,,"",Purshia tridentata,Antelope Bitterbrush,Plantae,67804,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Purshia,Purshia tridentata,
88741339,abdaac15-a938-4fbe-94de-879a41fd0db2,Mon Jul 26 2021 13:59:06 GMT-0700 (PDT),2021-07-26,2021-07-26 20:59:06 UTC,736558,lasthenian,,2021-07-26 21:13:47 UTC,research,https://www.inaturalist.org/observations/88741339,https://static.inaturalist.org/photos/146455422/medium.jpg,"","",2,0,false,3,"Convict Creek, Mammoth Lakes, CA, US",37.6144783333,-118.8312616667,5,,,Canadian milkvetch,Astragalus canadensis,Canadian milkvetch,Plantae,75631,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus canadensis,
88741454,c276417a-025a-4a1c-868f-052763642557,Mon Jul 26 2021 13:53:15 GMT-0700 (PDT),2021-07-26,2021-07-26 20:53:15 UTC,736558,lasthenian,,2021-07-26 21:15:05 UTC,needs_id,https://www.inaturalist.org/observations/88741454,https://static.inaturalist.org/photos/146455642/medium.jpg,"","",3,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.61487,-118.8305283333,5,,,Platanthera,Platanthera,Bog Orchids,Plantae,48031,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,,
88741490,b31c62a0-a3f0-4f9e-aa42-2629d4fabb58,Sun Jul 25 2021 15:22:01 GMT-0700 (PDT),2021-07-25,2021-07-25 22:22:01 UTC,736558,lasthenian,,2021-07-26 21:15:21 UTC,needs_id,https://www.inaturalist.org/observations/88741490,https://static.inaturalist.org/photos/146455747/medium.jpg,"","",0,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.614405,-118.8308716667,10,,,"",Castilleja,Paintbrushes,Plantae,49340,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,,
88741633,02d3775a-5c0b-4a9a-a230-0fc4468f5759,Sun Jul 25 2021 15:10:14 GMT-0700 (PDT),2021-07-25,2021-07-25 22:10:14 UTC,736558,lasthenian,,2021-07-26 21:16:20 UTC,research,https://www.inaturalist.org/observations/88741633,https://static.inaturalist.org/photos/146455894/medium.jpg,"","",1,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.6140533333,-118.831995,65,,,Elk Thistle,Cirsium scariosum,Elk Thistle,Plantae,76357,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium scariosum,
88741831,d6f83b04-abfc-41a8-8469-5d3daa302a52,Mon Jul 26 2021 13:49:29 GMT-0700 (PDT),2021-07-26,2021-07-26 20:49:29 UTC,736558,lasthenian,,2021-07-26 21:18:23 UTC,needs_id,https://www.inaturalist.org/observations/88741831,https://static.inaturalist.org/photos/146456314/medium.jpg,"","",0,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.6148216667,-118.8308333333,5,,,"",Potentilla gracilis,slender cinquefoil,Plantae,78728,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla gracilis,
88741883,c5eb0f27-7e51-4e7e-9772-deb6ada827a7,Sun Jul 25 2021 15:24:21 GMT-0700 (PDT),2021-07-25,2021-07-25 22:24:21 UTC,736558,lasthenian,,2021-07-26 21:19:04 UTC,research,https://www.inaturalist.org/observations/88741883,https://static.inaturalist.org/photos/146456442/medium.jpg,"","",1,0,false,3,"Convict Creek, Mammoth Lakes, CA, US",37.6145033333,-118.8311216667,10,,,western columbine,Aquilegia formosa,western columbine,Plantae,48244,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia formosa,
88741890,4974bd42-590e-4b42-b0a4-e2816597991d,Sun Jul 25 2021 15:14:03 GMT-0700 (PDT),2021-07-25,2021-07-25 22:14:03 UTC,736558,lasthenian,,2021-07-26 21:19:12 UTC,research,https://www.inaturalist.org/observations/88741890,https://static.inaturalist.org/photos/146456474/medium.jpg,"","",1,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.6145966667,-118.8307883333,10,,,water birch,Betula occidentalis,water birch,Plantae,75764,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula occidentalis,
88898815,a8552e7d-1453-4f47-a5b7-976d907e7724,Mon Jul 26 2021 20:12:54 GMT-0700 (PDT),2021-07-26,2021-07-27 03:12:54 UTC,736558,lasthenian,,2021-07-28 02:42:53 UTC,needs_id,https://www.inaturalist.org/observations/88898815,https://static.inaturalist.org/photos/147053537/medium.jpg,"","",0,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.6136166667,-118.831795,50,,,"",Oenothera elata,tall evening primrose,Plantae,51813,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,Oenothera elata,
88940881,3d8adf03-fb50-4cfc-af98-23391ea9d8d1,2021-07-28 05:37:29,2021-07-28,2021-07-28 12:37:29 UTC,4206126,theodoreherring,Theodore Herring,2021-07-28 14:35:06 UTC,needs_id,https://www.inaturalist.org/observations/88940881,https://inaturalist-open-data.s3.amazonaws.com/photos/146815424/medium.jpeg,"",,0,0,false,2,"Toms Place, CA 93546, USA",37.6077472222,-118.8469055556,,gps,gps,hairspine prickly-pear,Opuntia polyacantha,Plains Pricklypear,Plantae,78269,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia polyacantha,
88940926,a3ba03bb-fa61-4c0a-a3e4-1db3cf2c4ff0,2021-07-28 05:39:44,2021-07-28,2021-07-28 05:39:44 UTC,4206126,theodoreherring,Theodore Herring,2021-07-28 14:35:34 UTC,needs_id,https://www.inaturalist.org/observations/88940926,https://inaturalist-open-data.s3.amazonaws.com/photos/146815544/medium.jpeg,"",,0,0,false,2,"Toms Place, CA 93546, USA",37.6108007751,-118.8476286829,289,gps,gps,Xanthorioideae,Xanthorioideae,,Fungi,1232042,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,,,
89005848,a044a9f0-f95a-45ae-8302-677f13b955ab,Tue Jul 27 2021 20:31:15 GMT-0700 (PDT),2021-07-27,2021-07-28 03:31:15 UTC,1160651,gavinhughes,Gavin Hughes,2021-07-29 00:23:44 UTC,research,https://www.inaturalist.org/observations/89005848,https://static.inaturalist.org/photos/146928925/medium.jpg,"","",1,0,false,3,"Mammoth Lakes, CA, US",37.6095716667,-118.8248883333,4,,,woolly mule's ears,Wyethia mollis,woolly mule's ears,Plantae,60843,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Wyethia,Wyethia mollis,
89005889,1d58094e-1835-4391-9f49-a5295f65efd6,Tue Jul 27 2021 20:18:07 GMT-0700 (PDT),2021-07-27,2021-07-28 03:18:07 UTC,1160651,gavinhughes,Gavin Hughes,2021-07-29 00:24:19 UTC,research,https://www.inaturalist.org/observations/89005889,https://static.inaturalist.org/photos/146929014/medium.jpg,"","",1,0,false,3,"Mammoth Lakes, CA, US",37.6101083333,-118.8250283333,4,,,Wilcox's Woollystar,Eriastrum wilcoxii,Wilcox's Woollystar,Plantae,76876,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Eriastrum,Eriastrum wilcoxii,
89077717,f8c43ae8-9b00-4b1a-bc02-382f110bc47c,Wed Jul 28 2021 22:14:51 GMT-0700 (PDT),2021-07-28,2021-07-29 05:14:51 UTC,736558,lasthenian,,2021-07-29 16:27:29 UTC,research,https://www.inaturalist.org/observations/89077717,https://static.inaturalist.org/photos/147056890/medium.jpg,"","",2,0,false,3,"Mount Morrison Rd, Mammoth Lakes, CA, US",37.613905,-118.8260416667,200,,,Great Basin Spadefoot,Spea intermontana,Great Basin Spadefoot,Amphibia,26704,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,Spea intermontana,
89077750,21defb0f-f50e-426f-8ea6-fcb5debcc701,Wed Jul 28 2021 22:13:09 GMT-0700 (PDT),2021-07-28,2021-07-29 05:13:09 UTC,736558,lasthenian,,2021-07-29 16:27:46 UTC,research,https://www.inaturalist.org/observations/89077750,https://static.inaturalist.org/photos/147056946/medium.jpg,"","",1,0,false,3,"Mount Morrison Rd, Mammoth Lakes, CA, US",37.6137666667,-118.8249966667,10,,,Great Basin Spadefoot,Spea intermontana,Great Basin Spadefoot,Amphibia,26704,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,Spea intermontana,
89078270,5b3596ab-30b2-4214-b5fe-396d51623c61,Tue Jul 27 2021 19:55:59 GMT-0700 (PDT),2021-07-27,2021-07-28 02:55:59 UTC,736558,lasthenian,,2021-07-29 16:31:04 UTC,research,https://www.inaturalist.org/observations/89078270,https://static.inaturalist.org/photos/147057741/medium.jpg,"","",2,0,false,3,"Mount Morrison Rd, Mammoth Lakes, CA, US",37.6136866667,-118.8270033333,10,,,ranger buttons,Angelica capitellata,ranger buttons,Plantae,704166,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,Angelica capitellata,
89078363,808e2cd9-31eb-4368-bc0a-915bd87e206b,Wed Jul 28 2021 07:09:46 GMT-0700 (PDT),2021-07-28,2021-07-28 14:09:46 UTC,736558,lasthenian,,2021-07-29 16:31:50 UTC,needs_id,https://www.inaturalist.org/observations/89078363,https://static.inaturalist.org/photos/147057935/medium.jpg,"","",0,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.6138583333,-118.8318783333,65,,,"",Araneus gemmoides,Cat-faced Orbweaver,Arachnida,214058,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus gemmoides,
89481044,700bbb0d-dc7f-4856-9ec7-49af526c4807,Sun Aug 01 2021 07:44:22 GMT-0700 (PDT),2021-08-01,2021-08-01 14:44:22 UTC,1435990,cindyytrannn,,2021-08-01 14:45:14 UTC,research,https://www.inaturalist.org/observations/89481044,https://inaturalist-open-data.s3.amazonaws.com/photos/147954556/medium.jpg,"","",1,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.6140283333,-118.8322533333,5,,,Red-tailed Hawk,Buteo jamaicensis,Red-tailed Hawk,Aves,5212,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis,
89925874,1169cbd8-418a-4531-a414-227c1e247af2,Wed Aug 04 2021 09:54:06 GMT-0700 (PDT),2021-08-04,2021-08-04 16:54:06 UTC,1435990,cindyytrannn,,2021-08-04 17:05:22 UTC,needs_id,https://www.inaturalist.org/observations/89925874,https://inaturalist-open-data.s3.amazonaws.com/photos/148552567/medium.jpg,"","",0,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.61418,-118.8327466667,50,,,"",Oenothera elata,tall evening primrose,Plantae,51813,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,Oenothera elata,
90082750,3e3415f9-1027-4307-8b1f-199a8415377f,Thu Aug 05 2021 13:16:00 GMT-0700 (PDT),2021-08-05,2021-08-05 20:16:00 UTC,1435990,cindyytrannn,,2021-08-05 22:25:01 UTC,needs_id,https://www.inaturalist.org/observations/90082750,https://inaturalist-open-data.s3.amazonaws.com/photos/148833509/medium.jpg,"","",1,0,false,3,"Inyo National Forest, Mammoth Lakes, CA, US",37.6141366667,-118.832925,5,,,"Ants, Bees, Wasps, and Sawflies",Ammophilinae,,Insecta,334320,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,,,
